-0.5 	1.0134492
-0.48412699 	1.0065122
-0.46825397 	1.0022102
-0.45238095 	0.99844115
-0.43650794 	0.99500278
-0.42063492 	0.991814
-0.40476191 	0.98883605
-0.3888889 	0.98604392
-0.37301588 	0.9834218
-0.35714287 	0.98095892
-0.34126985 	0.97864881
-0.32539684 	0.97648965
-0.30952379 	0.97447777
-0.29365078 	0.97261023
-0.27777776 	0.97088384
-0.26190475 	0.9692988
-0.24603173 	0.96784905
-0.23015872 	0.96653286
-0.2142857 	0.96535311
-0.19841269 	0.96430562
-0.18253967 	0.96338791
-0.16666666 	0.96259879
-0.15079364 	0.96193675
-0.13492063 	0.96140044
-0.11904758 	0.960988
-0.10317457 	0.9606982
-0.087301552 	0.96052997
-0.071428537 	0.96048182
-0.055555522 	0.96055266
-0.039682507 	0.96074248
-0.023809493 	0.96105027
-0.0079364777 	0.96147502
0.0079365373 	0.96201474
0.023809552 	0.96266579
0.039682567 	0.96342146
0.055555582 	0.96427272
0.071428597 	0.96520707
0.087301612 	0.96621149
0.10317463 	0.96727533
0.11904764 	0.96839268
0.13492066 	0.96955804
0.15079367 	0.97076398
0.16666669 	0.97200228
0.1825397 	0.9732683
0.19841272 	0.97456186
0.21428573 	0.97587832
0.23015875 	0.97717427
0.24603176 	0.97837293
0.26190484 	0.97946022
0.27777785 	0.98049226
0.29365087 	0.98154118
0.30952388 	0.9826536
0.3253969 	0.98383797
0.34126991 	0.98507157
0.35714292 	0.98630951
0.37301594 	0.98751351
0.38888895 	0.9886647
0.40476197 	0.98978144
0.42063499 	0.9909
0.436508 	0.99199482
0.45238101 	0.99287366
0.46825403 	0.99336116
0.48412704 	0.99373344
0.5 	0.99683444
