-0.5 	1.0359691
-0.48412699 	1.0314261
-0.46825397 	1.0278356
-0.45238095 	1.0229374
-0.43650794 	1.0183087
-0.42063492 	1.0145285
-0.40476191 	1.0100416
-0.3888889 	1.0055298
-0.37301588 	0.99893143
-0.35714287 	0.99120794
-0.34126985 	0.98487736
-0.32539684 	0.98085491
-0.30952379 	0.97761442
-0.29365078 	0.97502978
-0.27777776 	0.9731287
-0.26190475 	0.9708151
-0.24603173 	0.96805893
-0.23015872 	0.96601756
-0.2142857 	0.96451546
-0.19841269 	0.96273652
-0.18253967 	0.96109779
-0.16666666 	0.96011459
-0.15079364 	0.95940872
-0.13492063 	0.95868971
-0.11904758 	0.95792239
-0.10317457 	0.95742076
-0.087301552 	0.95756669
-0.071428537 	0.95697465
-0.055555522 	0.95640967
-0.039682507 	0.95661409
-0.023809493 	0.95643082
-0.0079364777 	0.95655666
0.0079365373 	0.95684155
0.023809552 	0.95668262
0.039682567 	0.95696623
0.055555582 	0.9580148
0.071428597 	0.9589649
0.087301612 	0.95953647
0.10317463 	0.96013176
0.11904764 	0.96133735
0.13492066 	0.9627922
0.15079367 	0.9640431
0.16666669 	0.96495729
0.1825397 	0.96603526
0.19841272 	0.96754846
0.21428573 	0.96995895
0.23015875 	0.97190927
0.24603176 	0.973337
0.26190484 	0.97476315
0.27777785 	0.97730756
0.29365087 	0.97972681
0.30952388 	0.97997689
0.3253969 	0.9780553
0.34126991 	0.97848563
0.35714292 	0.97804657
0.37301594 	0.97918391
0.38888895 	0.98060257
0.40476197 	0.98149174
0.42063499 	0.98389837
0.436508 	0.98484154
0.45238101 	0.98907334
0.46825403 	0.99106988
0.48412704 	0.99351849
0.5 	0.99771881
