-0.5 	1.0132128
-0.48412699 	1.0108476
-0.46825397 	1.0108785
-0.45238095 	1.0143059
-0.43650794 	1.0148036
-0.42063492 	1.010007
-0.40476191 	1.0142071
-0.3888889 	1.0083201
-0.37301588 	1.0166411
-0.35714287 	1.0024372
-0.34126985 	1.0073531
-0.32539684 	1.0146598
-0.30952379 	0.98771722
-0.29365078 	1.0128969
-0.27777776 	1.0292422
-0.26190475 	0.98147686
-0.24603173 	0.99872739
-0.23015872 	1.0372024
-0.2142857 	0.99027669
-0.19841269 	0.95224964
-0.18253967 	1.0033576
-0.16666666 	1.070298
-0.15079364 	1.0233894
-0.13492063 	0.9431022
-0.11904758 	0.92214351
-0.10317457 	0.95570391
-0.087301552 	1.042574
-0.071428537 	1.1132019
-0.055555522 	1.09956
-0.039682507 	1.0367069
-0.023809493 	0.98424761
-0.0079364777 	0.95486638
0.0079365373 	0.93869587
0.023809552 	0.9296518
0.039682567 	0.92353718
0.055555582 	0.92071129
0.071428597 	0.93459093
0.087301612 	0.96558625
0.10317463 	1.0020912
0.11904764 	1.0399721
0.13492066 	1.0834392
0.15079367 	1.1056371
0.16666669 	1.053436
0.1825397 	0.96833032
0.19841272 	0.92453189
0.21428573 	0.95027691
0.23015875 	1.0415091
0.24603176 	1.0551213
0.26190484 	0.9604613
0.27777785 	0.9615375
0.29365087 	1.0390174
0.30952388 	0.99033346
0.3253969 	0.9718347
0.34126991 	1.019515
0.35714292 	0.98949815
0.37301594 	0.99435223
0.38888895 	1.0065484
0.40476197 	0.99524641
0.42063499 	1.000848
0.436508 	0.99580519
0.45238101 	0.997694
0.46825403 	0.99768051
0.48412704 	0.99768517
0.5 	0.9949797
