-0.5 	1.015945
-0.48412699 	1.0156985
-0.46825397 	1.0133453
-0.45238095 	1.0133109
-0.43650794 	1.01345
-0.42063492 	1.0123783
-0.40476191 	1.0108462
-0.3888889 	1.0094614
-0.37301588 	1.0085004
-0.35714287 	1.0075409
-0.34126985 	1.0066621
-0.32539684 	1.0058226
-0.30952379 	1.004965
-0.29365078 	1.0041291
-0.27777776 	1.0034098
-0.26190475 	1.0028022
-0.24603173 	1.0022417
-0.23015872 	1.0017205
-0.2142857 	1.0013199
-0.19841269 	1.0012314
-0.18253967 	1.0011555
-0.16666666 	1.0012129
-0.15079364 	1.0010289
-0.13492063 	1.0011283
-0.11904758 	1.0012876
-0.10317457 	1.0010506
-0.087301552 	1.0014675
-0.071428537 	1.0020075
-0.055555522 	1.0025177
-0.039682507 	1.0028495
-0.023809493 	1.0032514
-0.0079364777 	1.0030034
0.0079365373 	1.0029848
0.023809552 	1.0030783
0.039682567 	1.0033465
0.055555582 	1.0032973
0.071428597 	1.003109
0.087301612 	1.003105
0.10317463 	1.0032466
0.11904764 	1.0031533
0.13492066 	1.002486
0.15079367 	1.0017536
0.16666669 	1.002351
0.1825397 	1.0028934
0.19841272 	1.0022812
0.21428573 	1.002072
0.23015875 	1.0026735
0.24603176 	1.0025582
0.26190484 	1.0021283
0.27777785 	1.0024728
0.29365087 	1.0021392
0.30952388 	1.0019791
0.3253969 	1.0026613
0.34126991 	1.0025696
0.35714292 	1.0026381
0.37301594 	1.0027231
0.38888895 	1.0023948
0.40476197 	1.0020835
0.42063499 	1.0013487
0.436508 	1.0003597
0.45238101 	0.99887474
0.46825403 	0.99658678
0.48412704 	0.99315003
0.5 	0.98273732
